id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews
Hospital #1278,Pune,Maharashtra,Pune,603,18.51556703,73.85088524,3.3,414
Hospital #1279,Pune,Maharashtra,Pune,603,18.42233253,73.76070447,4.3,57
Hospital #1280,Pune,Maharashtra,Pune,603,18.5194887,73.83981132,4.3,530
Hospital #1281,Pune,Maharashtra,Pune,603,18.69757875,73.95656645,5,36
Hospital #1282,Pune,Maharashtra,Pune,603,18.48381169,73.7352982,4.4,51
Hospital #1283,Pune,Maharashtra,Pune,603,18.42709306,73.81656964,3.9,81
Hospital #1284,Pune,Maharashtra,Pune,603,18.60749512,73.84487686,3.1,189
Hospital #1285,Pune,Maharashtra,Pune,603,18.71493326,74.18806453,3.8,35
Hospital #1286,Pune,Maharashtra,Pune,603,18.50732295,73.85777573,4.9,4
Hospital #1287,Pune,Maharashtra,Pune,603,18.59371484,73.78464525,4.8,392
Hospital #1288,Pune,Maharashtra,Pune,603,18.60289908,73.81793134,4.2,2673
Hospital #1289,Pune,Maharashtra,Pune,603,18.57656718,73.79050849,4.5,11606
Hospital #1290,Pune,Maharashtra,Pune,603,18.48579184,73.8281629,4.6,17
Hospital #1291,Pune,Maharashtra,Pune,603,18.55441852,73.93847367,5,161
Hospital #1292,Pune,Maharashtra,Pune,603,18.50300983,73.76162597,4.1,566
Hospital #1293,Pune,Maharashtra,Pune,603,18.6464757,73.80741473,4.6,3498
Hospital #1294,Pune,Maharashtra,Pune,603,18.62566445,73.80595513,4.4,245
Hospital #1295,Pune,Maharashtra,Pune,603,18.67774092,73.70225128,4.3,333
Hospital #1296,Pune,Maharashtra,Pune,603,18.67476785,73.84381255,4.6,30
Hospital #1297,Pune,Maharashtra,Pune,603,18.54454695,73.7673176,4.6,467
Hospital #1298,Pune,Maharashtra,Pune,603,18.68793499,73.8181499,3.6,12
Hospital #1299,Pune,Maharashtra,Pune,603,18.62047171,73.72457556,4.3,121
Hospital #1300,Pune,Maharashtra,Pune,603,18.55592209,73.82373246,4.5,993
Hospital #1301,Pune,Maharashtra,Pune,603,18.38606054,73.66739343,3.3,71
Hospital #1302,Pune,Maharashtra,Pune,603,18.63060049,73.77113813,3.4,35
Hospital #1303,Pune,Maharashtra,Pune,603,18.63207315,73.80955089,4.2,90
Hospital #1304,Pune,Maharashtra,Pune,603,18.45106264,73.78031653,4.8,302
Hospital #1305,Pune,Maharashtra,Pune,603,18.53946694,74.0900472,3.8,98
Hospital #1306,Pune,Maharashtra,Pune,603,18.88292675,73.61524037,2.3,3
Hospital #1307,Pune,Maharashtra,Pune,603,18.50926788,73.82020485,4,339
Hospital #1308,Pune,Maharashtra,Pune,603,18.47661755,73.89779987,4.1,229
Hospital #1309,Pune,Maharashtra,Pune,603,18.5255265,73.91855053,3.5,361
Hospital #1310,Pune,Maharashtra,Pune,603,18.51185996,73.82746883,4.2,476
Hospital #1311,Pune,Maharashtra,Pune,603,18.52147705,73.68699703,3,150
Hospital #1312,Pune,Maharashtra,Pune,603,18.57236929,73.80784881,4.8,3303
Hospital #1313,Pune,Maharashtra,Pune,603,18.75080533,73.79991879,3.7,197
Hospital #1314,Pune,Maharashtra,Pune,603,18.71142163,73.69018104,4.5,476
Hospital #1315,Pune,Maharashtra,Pune,603,18.46724086,73.78499055,4.9,45
Hospital #1316,Pune,Maharashtra,Pune,603,18.46950271,73.78061432,4.6,1401
Hospital #1317,Raigad,Maharashtra,Raigad,368,19.14656277,73.01202374,3.5,87
Hospital #1318,Raigad,Maharashtra,Raigad,368,19.00925722,73.12040842,3.7,113
Hospital #1319,Raigad,Maharashtra,Raigad,368,18.99651939,73.13945452,4,341
Hospital #1320,Raigad,Maharashtra,Raigad,368,19.00353408,73.08675472,4.4,209
Hospital #1321,Raigad,Maharashtra,Raigad,368,18.96279749,73.20792379,3.9,92
Hospital #1322,Raigad,Maharashtra,Raigad,368,18.8692365,73.19712643,3.4,245
Hospital #1323,Raigad,Maharashtra,Raigad,368,18.98892902,73.11706626,4.3,128
Hospital #1324,Raigad,Maharashtra,Raigad,368,18.99414571,73.08070002,4.6,181
Hospital #1325,Raigad,Maharashtra,Raigad,368,19.04261749,72.99541476,4.2,181
Hospital #1326,Raigad,Maharashtra,Raigad,368,19.00665322,73.05634427,4.8,149
Hospital #1327,Raigad,Maharashtra,Raigad,368,18.96876175,73.11104507,4.6,761
Hospital #1328,Thane,Maharashtra,Thane,1915,19.21683205,73.07871714,4.1,143
Hospital #1329,Thane,Maharashtra,Thane,1915,19.22506276,72.9392114,4.6,14294
Hospital #1330,Thane,Maharashtra,Thane,1915,19.21930763,73.10702839,3.8,118
Hospital #1331,Thane,Maharashtra,Thane,1915,19.26399663,72.75451256,3.9,101
Hospital #1332,Thane,Maharashtra,Thane,1915,19.2292959,73.15590342,4.3,55
Hospital #1333,Thane,Maharashtra,Thane,1915,19.21532306,72.97863816,4.9,97
Hospital #1334,Thane,Maharashtra,Thane,1915,19.43809705,73.03924482,3.7,35
Hospital #1335,Thane,Maharashtra,Thane,1915,19.06092507,73.16569029,4.9,13
Hospital #1336,Thane,Maharashtra,Thane,1915,19.26067889,72.86735481,3.8,261
Hospital #1337,Thane,Maharashtra,Thane,1915,19.12847627,73.05213263,3,23
Hospital #1338,Thane,Maharashtra,Thane,1915,19.44556907,72.77903542,4.1,1131
Hospital #1339,Thane,Maharashtra,Thane,1915,19.27478733,72.87168447,4.3,317
Hospital #1340,Thane,Maharashtra,Thane,1915,19.11108633,73.12406945,4.1,356
Hospital #1341,Thane,Maharashtra,Thane,1915,19.17096853,73.23039718,4.8,374
Hospital #1342,Thane,Maharashtra,Thane,1915,19.18586156,73.18995146,4.2,127
Hospital #1343,Thane,Maharashtra,Thane,1915,19.36200683,73.03597622,3.4,123
Hospital #1344,Thane,Maharashtra,Thane,1915,19.23774971,72.92638988,4.3,967
Hospital #1345,Thane,Maharashtra,Thane,1915,19.25118909,73.09501062,2.4,29
Hospital #1346,Thane,Maharashtra,Thane,1915,19.21193189,73.00849444,3.3,93
Hospital #1347,Thane,Maharashtra,Thane,1915,19.14602099,72.94499725,3.1,38
Hospital #1348,Thane,Maharashtra,Thane,1915,19.23168929,73.1363144,4.4,737
Hospital #1349,Thane,Maharashtra,Thane,1915,19.18180333,72.95647442,3.4,152
Hospital #1350,Thane,Maharashtra,Thane,1915,19.28405168,72.97532904,3.9,389
Hospital #1351,Thane,Maharashtra,Thane,1915,19.27303753,72.83672114,4.2,3207
Hospital #1352,Thane,Maharashtra,Thane,1915,19.27697161,72.88174265,4.6,203
Hospital #1353,Thane,Maharashtra,Thane,1915,19.34286631,72.8281176,3.3,4
Hospital #1354,Thane,Maharashtra,Thane,1915,19.16182465,72.96768652,3.8,78
Hospital #1355,Thane,Maharashtra,Thane,1915,19.30864197,72.85765678,3.5,264
Hospital #1356,Thane,Maharashtra,Thane,1915,19.44546436,72.82584433,4.6,534
Hospital #1357,Thane,Maharashtra,Thane,1915,19.26451953,72.9345241,3.5,742
Hospital #1358,Thane,Maharashtra,Thane,1915,19.20012738,72.8630818,4.2,61
Hospital #1359,Thane,Maharashtra,Thane,1915,19.19346839,72.94429616,4.8,1863
Hospital #1360,Thane,Maharashtra,Thane,1915,19.18471074,72.99109778,4.9,6
Hospital #1361,Thane,Maharashtra,Thane,1915,19.41341242,72.98641652,3.9,22
Hospital #1362,Thane,Maharashtra,Thane,1915,19.30189381,73.13655056,4.6,1188
Hospital #1363,Thane,Maharashtra,Thane,1915,19.24617113,73.06289219,2.7,39
Hospital #1364,Thane,Maharashtra,Thane,1915,19.50830138,73.14885606,2.3,18
Hospital #1365,Thane,Maharashtra,Thane,1915,19.16442875,73.03157391,3.8,54
Hospital #1366,Thane,Maharashtra,Thane,1915,19.20724126,72.93449355,4.1,9
Hospital #1367,Thane,Maharashtra,Thane,1915,19.28922817,73.00803637,3.3,62
Hospital #1368,Thane,Maharashtra,Thane,1915,18.94833352,73.09207622,3.2,70
Hospital #1369,Thane,Maharashtra,Thane,1915,19.26373836,72.96182535,4.8,203
Hospital #1370,Thane,Maharashtra,Thane,1915,19.44545598,72.836203,3.1,183
Hospital #1371,Thane,Maharashtra,Thane,1915,19.26269407,73.05824459,4,102
Hospital #1372,Thane,Maharashtra,Thane,1915,19.23516777,73.29213321,4,8
Hospital #1373,Thane,Maharashtra,Thane,1915,19.19523636,73.19519484,4.1,33
Hospital #1374,Thane,Maharashtra,Thane,1915,19.2488321,73.08166381,4,103
Hospital #1375,Thane,Maharashtra,Thane,1915,19.41330609,72.62186322,3.7,66
Hospital #1376,Thane,Maharashtra,Thane,1915,19.20482586,72.89256597,4.7,71
Hospital #1377,Thane,Maharashtra,Thane,1915,19.45908316,73.08389975,3.7,24
Hospital #1378,Thane,Maharashtra,Thane,1915,19.29731167,72.84979322,3.8,70
Hospital #1379,Thane,Maharashtra,Thane,1915,19.46166962,72.9291092,3.5,17
Hospital #1380,Thane,Maharashtra,Thane,1915,19.41588601,72.82326563,3.1,347
Hospital #1381,Thane,Maharashtra,Thane,1915,19.22694762,72.93643041,3.3,177
Hospital #1382,Thane,Maharashtra,Thane,1915,19.19954885,72.80430231,3.7,51
Hospital #1383,Thane,Maharashtra,Thane,1915,19.28473241,72.9266542,4.4,1353
Hospital #1384,Thane,Maharashtra,Thane,1915,19.21929203,72.58576375,2.3,9
Hospital #1385,Thane,Maharashtra,Thane,1915,19.15360444,72.96012656,4.4,723
Hospital #1386,Thane,Maharashtra,Thane,1915,19.31161703,73.08100518,4.1,160
Hospital #1387,Thane,Maharashtra,Thane,1915,19.23806901,72.9750978,4.4,258
Hospital #1388,Thane,Maharashtra,Thane,1915,19.17925084,72.97845174,4.6,408
Hospital #1389,Thane,Maharashtra,Thane,1915,18.9536667,73.22014805,4.9,2
Hospital #1390,Thane,Maharashtra,Thane,1915,19.19997678,72.97253868,4.9,125
Hospital #1391,Thane,Maharashtra,Thane,1915,19.2713587,73.0046448,3.3,83
Hospital #1392,Thane,Maharashtra,Thane,1915,19.12914735,72.94531548,4,13
Hospital #1393,Thane,Maharashtra,Thane,1915,19.30274218,72.86150309,4.7,595
Hospital #1394,Thane,Maharashtra,Thane,1915,19.23114866,72.97167442,4.5,851
Hospital #1395,Thane,Maharashtra,Thane,1915,19.21613883,72.96163753,4.7,577
Hospital #1396,Thane,Maharashtra,Thane,1915,19.23856647,73.11107781,3.6,288
Hospital #1397,Thane,Maharashtra,Thane,1915,19.21433051,72.96076971,4.5,849
Hospital #1398,Thane,Maharashtra,Thane,1915,19.19920185,72.98170283,3.9,107
Hospital #1399,Thane,Maharashtra,Thane,1915,19.20325126,73.05816618,4.3,1367
Hospital #1400,Thane,Maharashtra,Thane,1915,19.29943697,72.95942222,4.8,336
Hospital #1401,Thane,Maharashtra,Thane,1915,19.41292347,72.84410819,3.6,102
Hospital #1402,Thane,Maharashtra,Thane,1915,18.83901307,72.80126373,4.5,7
Hospital #1403,Thane,Maharashtra,Thane,1915,19.26642409,72.92458426,4,94
Hospital #1404,Thane,Maharashtra,Thane,1915,19.21500804,72.91968739,3.8,119
Hospital #1405,Thane,Maharashtra,Thane,1915,19.42416003,72.82812868,3.5,156
Hospital #1406,Thane,Maharashtra,Thane,1915,19.25877395,72.79554231,4.8,168
Hospital #1407,Thane,Maharashtra,Thane,1915,19.06670786,72.75078456,3.3,64
Hospital #1408,Thane,Maharashtra,Thane,1915,19.16841207,72.96550698,4.1,349
Hospital #1409,Thane,Maharashtra,Thane,1915,19.19685656,72.91099118,4.5,82
Hospital #1410,Thane,Maharashtra,Thane,1915,19.35725777,72.88845988,4.4,159
Hospital #1411,Thane,Maharashtra,Thane,1915,19.18299366,73.08705085,3.9,75
Hospital #1412,Thane,Maharashtra,Thane,1915,19.55534134,73.01083694,3.7,33
Hospital #1413,Thane,Maharashtra,Thane,1915,19.35509885,72.76499305,3.9,445
Hospital #1414,Thane,Maharashtra,Thane,1915,19.29948792,72.8795681,2.7,61
Hospital #1415,Thane,Maharashtra,Thane,1915,19.14850612,73.08971166,4.1,229
Hospital #1416,Thane,Maharashtra,Thane,1915,19.26248929,73.00610023,3.7,245
Hospital #1417,Thane,Maharashtra,Thane,1915,19.41266383,72.89333191,3.1,58
Hospital #1418,Thane,Maharashtra,Thane,1915,19.24232909,72.90755585,4.2,78
Hospital #1419,Thane,Maharashtra,Thane,1915,19.21345469,72.96246012,4.1,283
Hospital #1420,Thane,Maharashtra,Thane,1915,19.28875127,73.05855936,4.1,97
Hospital #1421,Thane,Maharashtra,Thane,1915,19.17988858,72.93390781,4.2,720
Hospital #1422,Thane,Maharashtra,Thane,1915,19.12632243,73.01952757,3.5,69
Hospital #1423,Thane,Maharashtra,Thane,1915,19.2286714,73.17481656,3.9,171
Hospital #1424,Thane,Maharashtra,Thane,1915,19.22222742,72.95414085,4.4,107
Hospital #1425,Thane,Maharashtra,Thane,1915,19.19101331,73.01836057,4.2,512
Hospital #1426,Thane,Maharashtra,Thane,1915,19.01006835,73.37854835,3,23
Hospital #1427,Thane,Maharashtra,Thane,1915,19.17579005,72.78683626,4,42
Hospital #1428,Thane,Maharashtra,Thane,1915,19.3218128,72.8056425,4.7,428
Hospital #1429,Thane,Maharashtra,Thane,1915,19.30101621,72.84727525,4.1,37
Hospital #1430,Thane,Maharashtra,Thane,1915,19.23788531,72.7582524,3.7,15
Hospital #1431,Thane,Maharashtra,Thane,1915,19.29936417,72.92918515,3.9,219
Hospital #1432,Thane,Maharashtra,Thane,1915,19.2033125,73.0012429,0.9,1
Hospital #1433,Thane,Maharashtra,Thane,1915,19.42930209,72.83219895,4.8,4169
Hospital #1434,Thane,Maharashtra,Thane,1915,19.37511382,72.72758756,4.5,154
Hospital #1435,Thane,Maharashtra,Thane,1915,19.56106352,73.00945781,3.8,23
Hospital #1436,Thane,Maharashtra,Thane,1915,19.30446699,72.84327798,4.5,1006
Hospital #1437,Thane,Maharashtra,Thane,1915,19.30571232,72.79425347,4.3,104
Hospital #1438,Thane,Maharashtra,Thane,1915,19.28213664,73.04977798,3.8,118
Hospital #1439,Thane,Maharashtra,Thane,1915,19.29976345,73.20263302,4.4,201
Hospital #1440,Thane,Maharashtra,Thane,1915,19.20556943,72.95599839,4.8,1863
Hospital #1441,Thane,Maharashtra,Thane,1915,19.23766345,73.15766865,4.8,1863
Hospital #1442,Thane,Maharashtra,Thane,1915,19.19987429,73.11714921,4.5,507
Hospital #1443,Thane,Maharashtra,Thane,1915,19.40124374,72.96517741,3.2,20
Hospital #1444,Thane,Maharashtra,Thane,1915,19.22813904,73.2358604,3.9,275
Hospital #1445,Thane,Maharashtra,Thane,1915,19.36391703,72.84132688,4.7,379
Hospital #1446,Thane,Maharashtra,Thane,1915,19.43670099,73.11206296,3,12
Hospital #1447,Thane,Maharashtra,Thane,1915,19.21149801,72.81615866,4.8,28
Hospital #1448,Thane,Maharashtra,Thane,1915,19.24507194,72.95813667,2.7,145
Hospital #1449,Thane,Maharashtra,Thane,1915,19.02392097,73.05537687,2.8,121
Hospital #1450,Thane,Maharashtra,Thane,1915,19.36323028,73.0601527,3.7,73
Hospital #1451,Thane,Maharashtra,Thane,1915,19.14235433,73.19381897,4.3,159
Hospital #1452,Thane,Maharashtra,Thane,1915,19.29604021,72.85853231,4.8,10998
Hospital #1453,Thane,Maharashtra,Thane,1915,19.34174983,73.09661066,4.3,55
Hospital #1454,Thane,Maharashtra,Thane,1915,19.22414183,73.17904678,4.6,119
Hospital #1455,Thane,Maharashtra,Thane,1915,19.12020497,72.98296563,5,1
Hospital #1456,Thane,Maharashtra,Thane,1915,19.22990763,72.97004887,4.4,98
Hospital #1457,Thane,Maharashtra,Thane,1915,19.23118403,73.16563846,4.5,78
Hospital #1458,Thane,Maharashtra,Thane,1915,19.19662802,73.01604797,5,2
Hospital #1459,Thane,Maharashtra,Thane,1915,19.29507259,72.86263047,4.4,1039
Hospital #1460,Thane,Maharashtra,Thane,1915,18.9786342,73.22055405,3.7,26
Hospital #1461,Thane,Maharashtra,Thane,1915,19.13838968,72.82744094,3.9,107
Hospital #1462,Thane,Maharashtra,Thane,1915,19.18189537,72.94401118,4.3,121
Hospital #1463,Thane,Maharashtra,Thane,1915,19.18587802,72.93061827,4.7,1194
Hospital #1464,Thane,Maharashtra,Thane,1915,19.36762061,72.95148644,3.8,55
Hospital #1465,Thane,Maharashtra,Thane,1915,19.36309975,73.03575997,5,2
Hospital #1466,Thane,Maharashtra,Thane,1915,19.21305074,73.02234357,4.2,201
Hospital #1467,Thane,Maharashtra,Thane,1915,19.07437812,73.20807132,4.4,147
Hospital #1468,Thane,Maharashtra,Thane,1915,19.29261723,73.12080531,4.2,118
Hospital #1469,Thane,Maharashtra,Thane,1915,19.18514927,73.08572378,3.9,1011
Hospital #1470,Thane,Maharashtra,Thane,1915,19.19329114,72.91542047,5,5
Hospital #1471,Thane,Maharashtra,Thane,1915,19.45440232,73.00601826,3.5,37
Hospital #1472,Thane,Maharashtra,Thane,1915,19.45723204,72.85099786,3.4,253
Hospital #1473,Thane,Maharashtra,Thane,1915,19.30402099,72.96457429,4.2,171
Hospital #1474,Thane,Maharashtra,Thane,1915,19.14878063,73.01879689,4,1193
Hospital #1475,Thane,Maharashtra,Thane,1915,19.20488533,72.95179807,3.6,37
Hospital #1476,Thane,Maharashtra,Thane,1915,19.27335599,72.89642348,4.5,24
Hospital #1477,Thane,Maharashtra,Thane,1915,19.14937434,73.11546214,4.1,174
Hospital #1478,Thane,Maharashtra,Thane,1915,19.11676804,73.04665585,4.4,73
Hospital #1479,Thane,Maharashtra,Thane,1915,18.95449023,72.80386856,4.7,11503
Hospital #1480,Thane,Maharashtra,Thane,1915,19.22913621,72.96047074,4,262
Hospital #1481,Thane,Maharashtra,Thane,1915,19.28976578,72.85917008,4.2,116
Hospital #1482,Thane,Maharashtra,Thane,1915,18.86284057,73.01960188,2.7,25
Hospital #1483,Thane,Maharashtra,Thane,1915,19.17195458,73.06811403,4.3,33
Hospital #1484,Thane,Maharashtra,Thane,1915,19.28340983,73.14115193,2.7,41
Hospital #1485,Thane,Maharashtra,Thane,1915,19.09533936,72.96193397,3.8,119
Hospital #1486,Thane,Maharashtra,Thane,1915,19.22732226,72.98092211,4.3,58
Hospital #1487,Thane,Maharashtra,Thane,1915,19.30843769,73.08956366,4.2,94
Hospital #1488,Thane,Maharashtra,Thane,1915,19.19973818,73.17489296,4.4,48
Hospital #1489,Thane,Maharashtra,Thane,1915,19.21163517,72.95897348,3.3,269
Hospital #1490,Thane,Maharashtra,Thane,1915,19.05997874,73.18836609,4.9,2
Hospital #1491,Thane,Maharashtra,Thane,1915,19.3650701,72.99042077,5,6
Hospital #1492,Thane,Maharashtra,Thane,1915,19.33346567,72.84681479,4.2,134
Hospital #1493,Thane,Maharashtra,Thane,1915,19.23828277,72.99763705,5,20
Hospital #1494,Berhampur,Orissa,Ganjam,430,19.3148125,84.7906179,3.7,255
Hospital #1495,Berhampur,Orissa,Ganjam,430,20.44298683,85.97777917,4.5,11
Hospital #1496,Bhubaneswar,Orissa,Khordha,800,20.25183124,85.80985531,3.3,237
Hospital #1497,Bhubaneswar,Orissa,Khordha,800,20.28168387,85.86872016,3.9,72
Hospital #1498,Bhubaneswar,Orissa,Khordha,800,20.32237322,85.82727641,4.3,5351
Hospital #1499,Bhubaneswar,Orissa,Khordha,800,20.29193973,85.89177386,3.6,1146
Hospital #1500,Bhubaneswar,Orissa,Khordha,800,20.28413305,85.79216293,4.3,125
Hospital #1501,Bhubaneswar,Orissa,Khordha,800,20.25514782,85.83250722,4.5,3163
Hospital #1502,Bhubaneswar,Orissa,Khordha,800,20.23838049,85.83622959,3.6,666
Hospital #1503,Bhubaneswar,Orissa,Khordha,800,20.27447188,85.83645972,4.8,4778
Hospital #1504,Bhubaneswar,Orissa,Khordha,800,20.33133593,85.78203198,4.5,4190
Hospital #1505,Cuttack,Orissa,Cuttack,666,20.43374794,85.85331863,4.8,1500
Hospital #1506,Cuttack,Orissa,Cuttack,666,20.4434734,85.91959473,3.9,122
Hospital #1507,Cuttack,Orissa,Cuttack,666,20.48993061,85.84986902,4.2,1791
Hospital #1508,Cuttack,Orissa,Cuttack,666,20.45999981,85.86031681,3.1,81
Hospital #1509,Pondicherry,Pondicherry,Puducherry,3232,11.9410632,79.76673718,4.8,1463
Hospital #1510,Pondicherry,Pondicherry,Puducherry,3232,11.95328702,79.82427044,4.4,780
Hospital #1511,Amritsar,Punjab,Amritsar,932,31.67001698,74.86997281,4.1,229
Hospital #1512,Amritsar,Punjab,Amritsar,932,31.48020483,74.87885514,3.5,16
Hospital #1513,Amritsar,Punjab,Amritsar,932,31.69658775,74.94588542,4,70
Hospital #1514,Amritsar,Punjab,Amritsar,932,31.64997526,74.79847388,3.3,189
Hospital #1515,Amritsar,Punjab,Amritsar,932,31.72864205,74.9274706,3.4,28
Hospital #1516,Amritsar,Punjab,Amritsar,932,31.67760767,74.8950828,4.3,202
Hospital #1517,Amritsar,Punjab,Amritsar,932,31.63538995,74.82973391,4.4,265
Hospital #1518,Amritsar,Punjab,Amritsar,932,31.65393442,74.83488515,3.9,392
Hospital #1519,Amritsar,Punjab,Amritsar,932,31.78924188,74.85178356,3.4,57
Hospital #1520,Amritsar,Punjab,Amritsar,932,31.6196999,74.8386204,3.6,203
Hospital #1521,Amritsar,Punjab,Amritsar,932,31.6339803,74.86201011,4.7,3561
Hospital #1522,Amritsar,Punjab,Amritsar,932,31.64981505,74.84757606,4.1,229
Hospital #1523,Amritsar,Punjab,Amritsar,932,31.68350849,74.86144325,3.4,158
Hospital #1524,Amritsar,Punjab,Amritsar,932,31.67677452,74.90326657,4.7,4754
Hospital #1525,Amritsar,Punjab,Amritsar,932,31.77757952,74.91146064,3.5,33
Hospital #1526,Amritsar,Punjab,Amritsar,932,31.49984402,74.95424698,3.6,26
Hospital #1527,Amritsar,Punjab,Amritsar,932,31.64256641,74.85966202,4.4,291
Hospital #1528,Amritsar,Punjab,Amritsar,932,31.67222216,74.90177395,4.3,103
Hospital #1529,Amritsar,Punjab,Amritsar,932,31.58655053,74.93778148,4.1,7
Hospital #1530,Amritsar,Punjab,Amritsar,932,31.63761672,74.84413958,3.3,40
Hospital #1531,Amritsar,Punjab,Amritsar,932,31.62293873,75.01637909,3,45
Hospital #1532,Amritsar,Punjab,Amritsar,932,31.63139703,74.87529943,4.3,90
Hospital #1533,Amritsar,Punjab,Amritsar,932,31.73116284,74.65429731,3.5,12
Hospital #1534,Amritsar,Punjab,Amritsar,932,31.69091237,74.87829747,4.1,110
Hospital #1535,Amritsar,Punjab,Amritsar,932,31.64607556,74.90186651,4.8,754
Hospital #1536,Amritsar,Punjab,Amritsar,932,31.68038722,74.89222365,4.3,140
Hospital #1537,Amritsar,Punjab,Amritsar,932,31.6493099,74.80677501,4.4,204
Hospital #1538,Amritsar,Punjab,Amritsar,932,31.61096814,74.87428315,3.7,43
Hospital #1539,Amritsar,Punjab,Amritsar,932,31.58481826,74.84131036,4.5,302
Hospital #1540,Amritsar,Punjab,Amritsar,932,31.66975492,74.84409128,4.6,815
Hospital #1541,Amritsar,Punjab,Amritsar,932,31.63867686,74.87573291,3.5,108
Hospital #1542,Amritsar,Punjab,Amritsar,932,31.62515359,74.83597828,4.8,1133
Hospital #1543,Amritsar,Punjab,Amritsar,932,31.73130705,74.98156188,3.3,43
Hospital #1544,Amritsar,Punjab,Amritsar,932,31.62854334,74.90251171,3.6,203
Hospital #1545,Amritsar,Punjab,Amritsar,932,31.63734335,74.80500099,5,276
Hospital #1546,Amritsar,Punjab,Amritsar,932,31.45077601,75.01297909,4,15
Hospital #1547,Amritsar,Punjab,Amritsar,932,31.63059923,74.9675823,3.1,61
Hospital #1548,Amritsar,Punjab,Amritsar,932,31.64869077,74.84321752,4.2,108
Hospital #1549,Amritsar,Punjab,Amritsar,932,31.68650516,74.91579429,3.9,220
Hospital #1550,Amritsar,Punjab,Amritsar,932,31.6868837,74.89303201,4.3,646
Hospital #1551,Amritsar,Punjab,Amritsar,932,31.65572035,74.90967957,4.7,442
Hospital #1552,Amritsar,Punjab,Amritsar,932,30.28324473,74.91821374,3.7,34
Hospital #1553,Amritsar,Punjab,Amritsar,932,30.11837227,74.76661151,5,2
Hospital #1554,Bhatinda,Punjab,Bathinda,414,30.22794851,74.9165601,4,116
Hospital #1555,Bhatinda,Punjab,Bathinda,414,30.117607,75.11152501,4.9,1
Hospital #1556,Bhatinda,Punjab,Bathinda,414,30.20076506,74.94147919,4.1,1119
Hospital #1557,Bhatinda,Punjab,Bathinda,414,30.20720178,74.91626381,4.7,927
Hospital #1558,Bhatinda,Punjab,Bathinda,414,30.23204449,74.9302014,4.8,476
Hospital #1559,Gurdaspur,Punjab,Gurdaspur,649,31.8104375,75.2131179,3.5,18
Hospital #1560,Jalandhar,Punjab,Jalandhar,831,31.31282708,75.6218721,4.4,370
Hospital #1561,Jalandhar,Punjab,Jalandhar,831,31.28190789,75.67874979,3.8,76
Hospital #1562,Jalandhar,Punjab,Jalandhar,831,31.34012956,75.57037245,4.8,3545
Hospital #1563,Jalandhar,Punjab,Jalandhar,831,31.37221296,75.55161591,4.5,984
Hospital #1564,Jalandhar,Punjab,Jalandhar,831,31.3928521,75.55849741,4.5,1861
Hospital #1565,Jalandhar,Punjab,Jalandhar,831,31.30983526,75.61109164,4.2,423
Hospital #1566,Jalandhar,Punjab,Jalandhar,831,31.50770498,75.72542179,3.4,33
Hospital #1567,Jalandhar,Punjab,Jalandhar,831,31.27801262,75.55422721,4.1,395
Hospital #1568,Jalandhar,Punjab,Jalandhar,831,31.27579457,75.63298834,4.1,171
Hospital #1569,Jalandhar,Punjab,Jalandhar,831,31.31410888,75.56306565,4,79
Hospital #1570,Jalandhar,Punjab,Jalandhar,831,31.38317376,75.57036289,4.2,1574
Hospital #1571,Jalandhar,Punjab,Jalandhar,831,31.41448999,75.57776895,4.5,145
Hospital #1572,Jalandhar,Punjab,Jalandhar,831,31.2730312,75.56481712,4.2,216
Hospital #1573,Jalandhar,Punjab,Jalandhar,831,31.33419217,75.62054429,4.6,3349
Hospital #1574,Jalandhar,Punjab,Jalandhar,831,31.28896544,75.39999033,4,45
Hospital #1575,Jalandhar,Punjab,Jalandhar,831,31.54835754,75.72172034,3.1,39
Hospital #1576,Jalandhar,Punjab,Jalandhar,831,31.54741286,75.44058764,4.3,7
Hospital #1577,Jalandhar,Punjab,Jalandhar,831,31.35131042,75.5750363,4.8,372
Hospital #1578,Jalandhar,Punjab,Jalandhar,831,31.40117812,75.61631221,4.2,52
Hospital #1579,Jalandhar,Punjab,Jalandhar,831,31.23452014,75.34955264,2.3,69
Hospital #1580,Jalandhar,Punjab,Jalandhar,831,31.36218578,75.52945772,3.7,100
Hospital #1581,Jalandhar,Punjab,Jalandhar,831,31.38924411,75.57464221,4.1,1170
Hospital #1582,Jalandhar,Punjab,Jalandhar,831,31.33811055,75.57903917,3.7,241
Hospital #1583,Jalandhar,Punjab,Jalandhar,831,31.33895245,75.5600491,3.4,111
Hospital #1584,Jallandhar,Punjab,Jalandhar,831,31.31503068,75.61886216,4.5,593
Hospital #1585,Khanna,Punjab,Ludhiana,975,30.6958125,76.2346179,4.3,298
Hospital #1586,Ludhiana,Punjab,Ludhiana,975,30.86279812,75.86919601,4.5,502
Hospital #1587,Ludhiana,Punjab,Ludhiana,975,30.83267388,75.84854698,4.2,201
Hospital #1588,Ludhiana,Punjab,Ludhiana,975,30.87494167,75.83033475,4.7,4874
Hospital #1589,Ludhiana,Punjab,Ludhiana,975,30.92439948,75.7444091,3.9,359
Hospital #1590,Ludhiana,Punjab,Ludhiana,975,30.91993582,75.93392402,4.1,88
Hospital #1591,Ludhiana,Punjab,Ludhiana,975,30.945435,75.82350489,4.9,1224
